date,meter_urn,measurement,anomaly_hours,anomaly_count,max_z_score,value_change_ratio,target_mean,baseline_mean
2023-03-03,H1.Z14,Q,"['2023-03-03 06:00:00+00:00', '2023-03-03 07:00:00+00:00', '2023-03-03 08:00:00+00:00', '2023-03-03 09:00:00+00:00', '2023-03-03 10:00:00+00:00', '2023-03-03 11:00:00+00:00', '2023-03-03 12:00:00+00:00', '2023-03-03 14:00:00+00:00', '2023-03-03 15:00:00+00:00', '2023-03-03 16:00:00+00:00', '2023-03-03 17:00:00+00:00']",11,3.474,1.8742,9134.253,3177.977
2023-03-03,H1.Z17,I3,"['2023-03-03 10:00:00+00:00', '2023-03-03 11:00:00+00:00', '2023-03-03 12:00:00+00:00', '2023-03-03 13:00:00+00:00']",4,3.385,0.6528,68.1,41.203
2023-03-03,H2.ZE66,I1,"['2023-03-03 00:00:00+00:00', '2023-03-03 01:00:00+00:00', '2023-03-03 02:00:00+00:00', '2023-03-03 03:00:00+00:00', '2023-03-03 04:00:00+00:00', '2023-03-03 05:00:00+00:00', '2023-03-03 06:00:00+00:00', '2023-03-03 07:00:00+00:00', '2023-03-03 08:00:00+00:00', '2023-03-03 09:00:00+00:00', '2023-03-03 10:00:00+00:00', '2023-03-03 11:00:00+00:00', '2023-03-03 12:00:00+00:00', '2023-03-03 13:00:00+00:00', '2023-03-03 14:00:00+00:00', '2023-03-03 15:00:00+00:00', '2023-03-03 16:00:00+00:00', '2023-03-03 17:00:00+00:00', '2023-03-03 18:00:00+00:00', '2023-03-03 19:00:00+00:00', '2023-03-03 20:00:00+00:00', '2023-03-03 21:00:00+00:00', '2023-03-03 22:00:00+00:00', '2023-03-03 23:00:00+00:00']",24,3.354,0.9866,0.09,6.754
2023-03-03,H2.ZE66,I2,"['2023-03-03 00:00:00+00:00', '2023-03-03 01:00:00+00:00', '2023-03-03 02:00:00+00:00', '2023-03-03 03:00:00+00:00', '2023-03-03 04:00:00+00:00', '2023-03-03 05:00:00+00:00', '2023-03-03 06:00:00+00:00', '2023-03-03 07:00:00+00:00', '2023-03-03 08:00:00+00:00', '2023-03-03 09:00:00+00:00', '2023-03-03 10:00:00+00:00', '2023-03-03 11:00:00+00:00', '2023-03-03 12:00:00+00:00', '2023-03-03 13:00:00+00:00', '2023-03-03 14:00:00+00:00', '2023-03-03 15:00:00+00:00', '2023-03-03 16:00:00+00:00', '2023-03-03 17:00:00+00:00', '2023-03-03 18:00:00+00:00', '2023-03-03 19:00:00+00:00', '2023-03-03 20:00:00+00:00', '2023-03-03 21:00:00+00:00', '2023-03-03 22:00:00+00:00', '2023-03-03 23:00:00+00:00']",24,3.35,0.9868,0.089,6.712
2023-03-03,H2.ZE66,P1,"['2023-03-03 00:00:00+00:00', '2023-03-03 01:00:00+00:00', '2023-03-03 02:00:00+00:00', '2023-03-03 03:00:00+00:00', '2023-03-03 04:00:00+00:00', '2023-03-03 05:00:00+00:00', '2023-03-03 06:00:00+00:00', '2023-03-03 07:00:00+00:00', '2023-03-03 08:00:00+00:00', '2023-03-03 09:00:00+00:00', '2023-03-03 10:00:00+00:00', '2023-03-03 11:00:00+00:00', '2023-03-03 12:00:00+00:00', '2023-03-03 13:00:00+00:00', '2023-03-03 14:00:00+00:00', '2023-03-03 15:00:00+00:00', '2023-03-03 16:00:00+00:00', '2023-03-03 17:00:00+00:00', '2023-03-03 18:00:00+00:00', '2023-03-03 19:00:00+00:00', '2023-03-03 20:00:00+00:00', '2023-03-03 21:00:00+00:00', '2023-03-03 22:00:00+00:00', '2023-03-03 23:00:00+00:00']",24,3.347,0.9857,17.651,1237.38
2023-03-03,H2.ZE66,P,"['2023-03-03 00:00:00+00:00', '2023-03-03 01:00:00+00:00', '2023-03-03 02:00:00+00:00', '2023-03-03 03:00:00+00:00', '2023-03-03 04:00:00+00:00', '2023-03-03 05:00:00+00:00', '2023-03-03 06:00:00+00:00', '2023-03-03 07:00:00+00:00', '2023-03-03 08:00:00+00:00', '2023-03-03 09:00:00+00:00', '2023-03-03 10:00:00+00:00', '2023-03-03 11:00:00+00:00', '2023-03-03 12:00:00+00:00', '2023-03-03 13:00:00+00:00', '2023-03-03 14:00:00+00:00', '2023-03-03 15:00:00+00:00', '2023-03-03 16:00:00+00:00', '2023-03-03 17:00:00+00:00', '2023-03-03 18:00:00+00:00', '2023-03-03 19:00:00+00:00', '2023-03-03 20:00:00+00:00', '2023-03-03 21:00:00+00:00', '2023-03-03 22:00:00+00:00', '2023-03-03 23:00:00+00:00']",24,3.339,0.9946,20.345,3763.363
2023-03-03,H2.Z66,Q,"['2023-03-03 00:00:00+00:00', '2023-03-03 01:00:00+00:00', '2023-03-03 02:00:00+00:00', '2023-03-03 03:00:00+00:00', '2023-03-03 04:00:00+00:00', '2023-03-03 05:00:00+00:00', '2023-03-03 06:00:00+00:00', '2023-03-03 07:00:00+00:00', '2023-03-03 08:00:00+00:00', '2023-03-03 09:00:00+00:00', '2023-03-03 10:00:00+00:00', '2023-03-03 11:00:00+00:00', '2023-03-03 12:00:00+00:00', '2023-03-03 13:00:00+00:00', '2023-03-03 14:00:00+00:00', '2023-03-03 15:00:00+00:00', '2023-03-03 16:00:00+00:00', '2023-03-03 17:00:00+00:00', '2023-03-03 18:00:00+00:00', '2023-03-03 19:00:00+00:00', '2023-03-03 20:00:00+00:00', '2023-03-03 21:00:00+00:00', '2023-03-03 22:00:00+00:00', '2023-03-03 23:00:00+00:00']",24,3.336,0.9914,24.129,2801.35
2023-03-03,H2.ZE66,P2,"['2023-03-03 00:00:00+00:00', '2023-03-03 01:00:00+00:00', '2023-03-03 02:00:00+00:00', '2023-03-03 03:00:00+00:00', '2023-03-03 04:00:00+00:00', '2023-03-03 05:00:00+00:00', '2023-03-03 06:00:00+00:00', '2023-03-03 07:00:00+00:00', '2023-03-03 08:00:00+00:00', '2023-03-03 09:00:00+00:00', '2023-03-03 10:00:00+00:00', '2023-03-03 11:00:00+00:00', '2023-03-03 12:00:00+00:00', '2023-03-03 13:00:00+00:00', '2023-03-03 14:00:00+00:00', '2023-03-03 15:00:00+00:00', '2023-03-03 16:00:00+00:00', '2023-03-03 17:00:00+00:00', '2023-03-03 18:00:00+00:00', '2023-03-03 19:00:00+00:00', '2023-03-03 20:00:00+00:00', '2023-03-03 21:00:00+00:00', '2023-03-03 22:00:00+00:00', '2023-03-03 23:00:00+00:00']",24,3.335,0.9978,2.695,1244.154
2023-03-03,H2.Z66,P1,"['2023-03-03 00:00:00+00:00', '2023-03-03 01:00:00+00:00', '2023-03-03 02:00:00+00:00', '2023-03-03 03:00:00+00:00', '2023-03-03 04:00:00+00:00', '2023-03-03 05:00:00+00:00', '2023-03-03 06:00:00+00:00', '2023-03-03 07:00:00+00:00', '2023-03-03 08:00:00+00:00', '2023-03-03 09:00:00+00:00', '2023-03-03 10:00:00+00:00', '2023-03-03 11:00:00+00:00', '2023-03-03 12:00:00+00:00', '2023-03-03 13:00:00+00:00', '2023-03-03 14:00:00+00:00', '2023-03-03 15:00:00+00:00', '2023-03-03 16:00:00+00:00', '2023-03-03 17:00:00+00:00', '2023-03-03 18:00:00+00:00', '2023-03-03 19:00:00+00:00', '2023-03-03 20:00:00+00:00', '2023-03-03 21:00:00+00:00', '2023-03-03 22:00:00+00:00', '2023-03-03 23:00:00+00:00']",24,3.312,0.9852,18.518,1250.826
2023-03-03,H2.T.Z30,P,"['2023-03-03 09:00:00+00:00', '2023-03-03 10:00:00+00:00']",2,3.309,0.3181,18189.076,13799.372
2023-03-03,H2.Z66,P,"['2023-03-03 00:00:00+00:00', '2023-03-03 01:00:00+00:00', '2023-03-03 02:00:00+00:00', '2023-03-03 03:00:00+00:00', '2023-03-03 04:00:00+00:00', '2023-03-03 05:00:00+00:00', '2023-03-03 06:00:00+00:00', '2023-03-03 07:00:00+00:00', '2023-03-03 08:00:00+00:00', '2023-03-03 09:00:00+00:00', '2023-03-03 10:00:00+00:00', '2023-03-03 11:00:00+00:00', '2023-03-03 12:00:00+00:00', '2023-03-03 13:00:00+00:00', '2023-03-03 14:00:00+00:00', '2023-03-03 15:00:00+00:00', '2023-03-03 16:00:00+00:00', '2023-03-03 17:00:00+00:00', '2023-03-03 18:00:00+00:00', '2023-03-03 19:00:00+00:00', '2023-03-03 20:00:00+00:00', '2023-03-03 21:00:00+00:00', '2023-03-03 22:00:00+00:00', '2023-03-03 23:00:00+00:00']",24,3.308,0.9944,21.169,3799.528
2023-03-03,H2.Z66,P2,"['2023-03-03 00:00:00+00:00', '2023-03-03 01:00:00+00:00', '2023-03-03 02:00:00+00:00', '2023-03-03 03:00:00+00:00', '2023-03-03 04:00:00+00:00', '2023-03-03 05:00:00+00:00', '2023-03-03 06:00:00+00:00', '2023-03-03 07:00:00+00:00', '2023-03-03 08:00:00+00:00', '2023-03-03 09:00:00+00:00', '2023-03-03 10:00:00+00:00', '2023-03-03 11:00:00+00:00', '2023-03-03 12:00:00+00:00', '2023-03-03 13:00:00+00:00', '2023-03-03 14:00:00+00:00', '2023-03-03 15:00:00+00:00', '2023-03-03 16:00:00+00:00', '2023-03-03 17:00:00+00:00', '2023-03-03 18:00:00+00:00', '2023-03-03 19:00:00+00:00', '2023-03-03 20:00:00+00:00', '2023-03-03 21:00:00+00:00', '2023-03-03 22:00:00+00:00', '2023-03-03 23:00:00+00:00']",24,3.291,0.9977,2.95,1258.714
2023-03-03,H2.ZE66,P3,"['2023-03-03 00:00:00+00:00', '2023-03-03 01:00:00+00:00', '2023-03-03 02:00:00+00:00', '2023-03-03 03:00:00+00:00', '2023-03-03 04:00:00+00:00', '2023-03-03 05:00:00+00:00', '2023-03-03 06:00:00+00:00', '2023-03-03 07:00:00+00:00', '2023-03-03 08:00:00+00:00', '2023-03-03 09:00:00+00:00', '2023-03-03 10:00:00+00:00', '2023-03-03 11:00:00+00:00', '2023-03-03 12:00:00+00:00', '2023-03-03 13:00:00+00:00', '2023-03-03 14:00:00+00:00', '2023-03-03 15:00:00+00:00', '2023-03-03 16:00:00+00:00', '2023-03-03 17:00:00+00:00', '2023-03-03 18:00:00+00:00', '2023-03-03 19:00:00+00:00', '2023-03-03 20:00:00+00:00', '2023-03-03 21:00:00+00:00', '2023-03-03 22:00:00+00:00', '2023-03-03 23:00:00+00:00']",24,3.29,1.0,-0.001,1347.017
2023-03-03,H3.Z49,Q,"['2023-03-03 08:00:00+00:00', '2023-03-03 16:00:00+00:00']",2,3.288,0.3885,-173.406,-283.597
2023-03-03,H1.Z17,I1,"['2023-03-03 11:00:00+00:00', '2023-03-03 12:00:00+00:00', '2023-03-03 13:00:00+00:00']",3,3.28,0.3739,75.089,54.654
2023-03-03,H2.T.Z30,I3,"['2023-03-03 09:00:00+00:00', '2023-03-03 10:00:00+00:00']",2,3.273,0.2895,30.293,23.492
2023-03-03,H2.ZE66,I3,"['2023-03-03 00:00:00+00:00', '2023-03-03 01:00:00+00:00', '2023-03-03 02:00:00+00:00', '2023-03-03 03:00:00+00:00', '2023-03-03 04:00:00+00:00', '2023-03-03 05:00:00+00:00', '2023-03-03 06:00:00+00:00', '2023-03-03 07:00:00+00:00', '2023-03-03 08:00:00+00:00', '2023-03-03 09:00:00+00:00', '2023-03-03 10:00:00+00:00', '2023-03-03 11:00:00+00:00', '2023-03-03 12:00:00+00:00', '2023-03-03 13:00:00+00:00', '2023-03-03 14:00:00+00:00', '2023-03-03 15:00:00+00:00', '2023-03-03 16:00:00+00:00', '2023-03-03 17:00:00+00:00', '2023-03-03 18:00:00+00:00', '2023-03-03 19:00:00+00:00', '2023-03-03 20:00:00+00:00', '2023-03-03 21:00:00+00:00', '2023-03-03 22:00:00+00:00', '2023-03-03 23:00:00+00:00']",24,3.265,1.0,0.0,6.422
2023-03-03,H1.Z17,P,"['2023-03-03 12:00:00+00:00', '2023-03-03 13:00:00+00:00']",2,3.247,0.4414,45760.323,31747.325
2023-03-03,H2.T.Z30,P3,"['2023-03-03 09:00:00+00:00', '2023-03-03 10:00:00+00:00']",2,3.237,0.3053,6810.719,5217.601
2023-03-03,H2.Z66,I2,"['2023-03-03 00:00:00+00:00', '2023-03-03 01:00:00+00:00', '2023-03-03 02:00:00+00:00', '2023-03-03 03:00:00+00:00', '2023-03-03 04:00:00+00:00', '2023-03-03 05:00:00+00:00', '2023-03-03 06:00:00+00:00', '2023-03-03 07:00:00+00:00', '2023-03-03 08:00:00+00:00', '2023-03-03 09:00:00+00:00', '2023-03-03 10:00:00+00:00', '2023-03-03 11:00:00+00:00', '2023-03-03 12:00:00+00:00', '2023-03-03 13:00:00+00:00', '2023-03-03 14:00:00+00:00', '2023-03-03 15:00:00+00:00', '2023-03-03 16:00:00+00:00', '2023-03-03 17:00:00+00:00', '2023-03-03 18:00:00+00:00', '2023-03-03 19:00:00+00:00', '2023-03-03 20:00:00+00:00', '2023-03-03 21:00:00+00:00', '2023-03-03 22:00:00+00:00', '2023-03-03 23:00:00+00:00']",24,3.177,0.9883,0.086,7.348
2023-03-03,H1.Z17,P3,"['2023-03-03 10:00:00+00:00', '2023-03-03 13:00:00+00:00']",2,3.167,0.5662,14046.99,8968.635
2023-03-03,H2.Z66,I1,"['2023-03-03 00:00:00+00:00', '2023-03-03 01:00:00+00:00', '2023-03-03 02:00:00+00:00', '2023-03-03 03:00:00+00:00', '2023-03-03 04:00:00+00:00', '2023-03-03 05:00:00+00:00', '2023-03-03 06:00:00+00:00', '2023-03-03 07:00:00+00:00', '2023-03-03 08:00:00+00:00', '2023-03-03 09:00:00+00:00', '2023-03-03 10:00:00+00:00', '2023-03-03 11:00:00+00:00', '2023-03-03 12:00:00+00:00', '2023-03-03 13:00:00+00:00', '2023-03-03 14:00:00+00:00', '2023-03-03 15:00:00+00:00', '2023-03-03 16:00:00+00:00', '2023-03-03 17:00:00+00:00', '2023-03-03 18:00:00+00:00', '2023-03-03 19:00:00+00:00', '2023-03-03 20:00:00+00:00', '2023-03-03 21:00:00+00:00', '2023-03-03 22:00:00+00:00', '2023-03-03 23:00:00+00:00']",24,3.11,0.986,0.101,7.193
2023-03-03,H2.Z66,P3,"['2023-03-03 00:00:00+00:00', '2023-03-03 01:00:00+00:00', '2023-03-03 02:00:00+00:00', '2023-03-03 03:00:00+00:00', '2023-03-03 04:00:00+00:00', '2023-03-03 05:00:00+00:00', '2023-03-03 06:00:00+00:00', '2023-03-03 07:00:00+00:00', '2023-03-03 08:00:00+00:00', '2023-03-03 09:00:00+00:00', '2023-03-03 10:00:00+00:00', '2023-03-03 11:00:00+00:00', '2023-03-03 12:00:00+00:00', '2023-03-03 13:00:00+00:00', '2023-03-03 14:00:00+00:00', '2023-03-03 15:00:00+00:00', '2023-03-03 16:00:00+00:00', '2023-03-03 17:00:00+00:00', '2023-03-03 18:00:00+00:00', '2023-03-03 19:00:00+00:00', '2023-03-03 20:00:00+00:00', '2023-03-03 21:00:00+00:00', '2023-03-03 22:00:00+00:00', '2023-03-03 23:00:00+00:00']",24,3.101,1.0,0.0,1361.035
2023-03-03,H2.Z66,I3,"['2023-03-03 00:00:00+00:00', '2023-03-03 01:00:00+00:00', '2023-03-03 02:00:00+00:00', '2023-03-03 03:00:00+00:00', '2023-03-03 04:00:00+00:00', '2023-03-03 05:00:00+00:00', '2023-03-03 06:00:00+00:00', '2023-03-03 07:00:00+00:00', '2023-03-03 08:00:00+00:00', '2023-03-03 09:00:00+00:00', '2023-03-03 10:00:00+00:00', '2023-03-03 11:00:00+00:00', '2023-03-03 12:00:00+00:00', '2023-03-03 13:00:00+00:00', '2023-03-03 14:00:00+00:00', '2023-03-03 15:00:00+00:00', '2023-03-03 16:00:00+00:00', '2023-03-03 17:00:00+00:00', '2023-03-03 18:00:00+00:00', '2023-03-03 19:00:00+00:00', '2023-03-03 20:00:00+00:00', '2023-03-03 21:00:00+00:00', '2023-03-03 22:00:00+00:00', '2023-03-03 23:00:00+00:00']",24,3.09,1.0,0.0,7.313
2023-04-20,H3.Z49,P3,"['2023-04-20 06:00:00+00:00', '2023-04-20 07:00:00+00:00', '2023-04-20 08:00:00+00:00', '2023-04-20 09:00:00+00:00', '2023-04-20 10:00:00+00:00', '2023-04-20 11:00:00+00:00', '2023-04-20 12:00:00+00:00', '2023-04-20 13:00:00+00:00', '2023-04-20 14:00:00+00:00']",9,1322.149,12.4049,116.719,8.707
2023-04-20,H3.Z49,P,"['2023-04-20 06:00:00+00:00', '2023-04-20 07:00:00+00:00', '2023-04-20 08:00:00+00:00', '2023-04-20 09:00:00+00:00', '2023-04-20 10:00:00+00:00', '2023-04-20 11:00:00+00:00', '2023-04-20 12:00:00+00:00', '2023-04-20 13:00:00+00:00', '2023-04-20 14:00:00+00:00']",9,1209.43,8.6591,361.523,37.428
2023-04-20,H3.Z49,P2,"['2023-04-20 06:00:00+00:00', '2023-04-20 07:00:00+00:00', '2023-04-20 08:00:00+00:00', '2023-04-20 09:00:00+00:00', '2023-04-20 10:00:00+00:00', '2023-04-20 11:00:00+00:00', '2023-04-20 12:00:00+00:00', '2023-04-20 13:00:00+00:00', '2023-04-20 14:00:00+00:00']",9,898.838,4.4151,135.707,25.061
2023-04-20,H3.Z49,P1,"['2023-04-20 06:00:00+00:00', '2023-04-20 07:00:00+00:00', '2023-04-20 08:00:00+00:00', '2023-04-20 09:00:00+00:00', '2023-04-20 10:00:00+00:00', '2023-04-20 11:00:00+00:00', '2023-04-20 12:00:00+00:00', '2023-04-20 13:00:00+00:00', '2023-04-20 14:00:00+00:00']",9,354.103,28.7857,109.133,3.664
2023-04-20,H1.K16,P,"['2023-04-20 11:00:00+00:00', '2023-04-20 12:00:00+00:00']",2,227.374,1.1539,8552.045,3970.53
2023-04-20,H1.K11,P,"['2023-04-20 11:00:00+00:00', '2023-04-20 12:00:00+00:00']",2,122.592,1.3758,23976.701,10091.885
2023-04-20,H3.Z49,Q,"['2023-04-20 06:00:00+00:00', '2023-04-20 07:00:00+00:00', '2023-04-20 08:00:00+00:00', '2023-04-20 09:00:00+00:00', '2023-04-20 10:00:00+00:00', '2023-04-20 11:00:00+00:00', '2023-04-20 12:00:00+00:00', '2023-04-20 13:00:00+00:00']",8,80.253,0.1479,-278.195,-326.465
2023-04-20,H1.Z11,Q,"['2023-04-20 09:00:00+00:00', '2023-04-20 10:00:00+00:00', '2023-04-20 11:00:00+00:00']",3,49.938,20.8227,858.01,39.317
2023-04-20,H1.Z11,P3,"['2023-04-20 09:00:00+00:00', '2023-04-20 10:00:00+00:00', '2023-04-20 11:00:00+00:00']",3,49.931,34.8784,296.362,8.26
2023-04-20,H1.Z12,P2,"['2023-04-20 09:00:00+00:00', '2023-04-20 10:00:00+00:00', '2023-04-20 11:00:00+00:00']",3,47.271,3.2154,392.337,93.073
2023-04-20,H1.Z11,P2,"['2023-04-20 09:00:00+00:00', '2023-04-20 10:00:00+00:00', '2023-04-20 11:00:00+00:00']",3,46.759,3.1699,384.954,92.317
2023-04-20,H1.Z12,P,"['2023-04-20 09:00:00+00:00', '2023-04-20 10:00:00+00:00', '2023-04-20 11:00:00+00:00']",3,46.509,4.2598,1072.682,203.94
2023-04-20,H1.Z12,P1,"['2023-04-20 09:00:00+00:00', '2023-04-20 10:00:00+00:00', '2023-04-20 11:00:00+00:00']",3,46.287,2.8242,384.904,100.65
2023-04-20,H1.Z11,P1,"['2023-04-20 09:00:00+00:00', '2023-04-20 10:00:00+00:00', '2023-04-20 11:00:00+00:00']",3,46.156,2.8009,391.99,103.131
2023-04-20,H1.Z11,P,"['2023-04-20 09:00:00+00:00', '2023-04-20 10:00:00+00:00', '2023-04-20 11:00:00+00:00']",3,46.138,4.2179,1066.193,204.333
2023-04-20,H1.Z12,Q,"['2023-04-20 09:00:00+00:00', '2023-04-20 10:00:00+00:00', '2023-04-20 11:00:00+00:00']",3,45.827,20.9423,878.225,40.024
2023-04-20,H1.Z12,P3,"['2023-04-20 09:00:00+00:00', '2023-04-20 10:00:00+00:00', '2023-04-20 11:00:00+00:00']",3,44.287,27.0149,297.748,10.628
2023-04-20,V.K21,P,"['2023-04-20 11:00:00+00:00', '2023-04-20 12:00:00+00:00']",2,36.896,0.1431,40427.118,35366.88
2023-04-20,H3.Z45,Q,"['2023-04-20 07:00:00+00:00', '2023-04-20 08:00:00+00:00', '2023-04-20 09:00:00+00:00', '2023-04-20 10:00:00+00:00', '2023-04-20 11:00:00+00:00', '2023-04-20 12:00:00+00:00', '2023-04-20 13:00:00+00:00', '2023-04-20 14:00:00+00:00', '2023-04-20 15:00:00+00:00', '2023-04-20 16:00:00+00:00', '2023-04-20 17:00:00+00:00', '2023-04-20 18:00:00+00:00', '2023-04-20 19:00:00+00:00', '2023-04-20 20:00:00+00:00', '2023-04-20 21:00:00+00:00', '2023-04-20 22:00:00+00:00', '2023-04-20 23:00:00+00:00']",17,19.854,0.7851,-181.779,-845.855
2023-04-20,H1.K16,Trl,"['2023-04-20 10:00:00+00:00', '2023-04-20 11:00:00+00:00', '2023-04-20 12:00:00+00:00', '2023-04-20 13:00:00+00:00']",4,6.906,0.1464,10.457,12.25
2023-04-20,H2.K21,Trl,"['2023-04-20 00:00:00+00:00', '2023-04-20 04:00:00+00:00', '2023-04-20 05:00:00+00:00', '2023-04-20 06:00:00+00:00', '2023-04-20 07:00:00+00:00', '2023-04-20 08:00:00+00:00', '2023-04-20 09:00:00+00:00', '2023-04-20 10:00:00+00:00', '2023-04-20 11:00:00+00:00', '2023-04-20 13:00:00+00:00', '2023-04-20 15:00:00+00:00', '2023-04-20 16:00:00+00:00', '2023-04-20 17:00:00+00:00', '2023-04-20 18:00:00+00:00', '2023-04-20 19:00:00+00:00', '2023-04-20 20:00:00+00:00', '2023-04-20 21:00:00+00:00', '2023-04-20 22:00:00+00:00', '2023-04-20 23:00:00+00:00']",19,5.99,1.4007,15.411,6.419
2023-04-20,H2.K21,Tvl,"['2023-04-20 00:00:00+00:00', '2023-04-20 02:00:00+00:00', '2023-04-20 03:00:00+00:00', '2023-04-20 04:00:00+00:00', '2023-04-20 05:00:00+00:00', '2023-04-20 06:00:00+00:00', '2023-04-20 07:00:00+00:00', '2023-04-20 08:00:00+00:00', '2023-04-20 09:00:00+00:00', '2023-04-20 10:00:00+00:00', '2023-04-20 11:00:00+00:00', '2023-04-20 13:00:00+00:00', '2023-04-20 14:00:00+00:00', '2023-04-20 15:00:00+00:00', '2023-04-20 16:00:00+00:00', '2023-04-20 17:00:00+00:00', '2023-04-20 18:00:00+00:00', '2023-04-20 19:00:00+00:00', '2023-04-20 20:00:00+00:00', '2023-04-20 21:00:00+00:00', '2023-04-20 22:00:00+00:00', '2023-04-20 23:00:00+00:00']",22,5.694,1.5658,15.423,6.011
2023-04-20,H1.K14,Tvl,"['2023-04-20 00:00:00+00:00', '2023-04-20 01:00:00+00:00', '2023-04-20 02:00:00+00:00', '2023-04-20 03:00:00+00:00', '2023-04-20 04:00:00+00:00', '2023-04-20 05:00:00+00:00', '2023-04-20 06:00:00+00:00', '2023-04-20 07:00:00+00:00', '2023-04-20 08:00:00+00:00', '2023-04-20 10:00:00+00:00', '2023-04-20 11:00:00+00:00', '2023-04-20 12:00:00+00:00', '2023-04-20 13:00:00+00:00', '2023-04-20 14:00:00+00:00', '2023-04-20 15:00:00+00:00', '2023-04-20 16:00:00+00:00', '2023-04-20 17:00:00+00:00', '2023-04-20 18:00:00+00:00', '2023-04-20 19:00:00+00:00', '2023-04-20 21:00:00+00:00', '2023-04-20 23:00:00+00:00']",21,5.422,1.844,17.589,6.185
2023-04-20,H1.K14,Trl,"['2023-04-20 00:00:00+00:00', '2023-04-20 01:00:00+00:00', '2023-04-20 02:00:00+00:00', '2023-04-20 03:00:00+00:00', '2023-04-20 04:00:00+00:00', '2023-04-20 05:00:00+00:00', '2023-04-20 06:00:00+00:00', '2023-04-20 07:00:00+00:00', '2023-04-20 08:00:00+00:00', '2023-04-20 10:00:00+00:00', '2023-04-20 11:00:00+00:00', '2023-04-20 12:00:00+00:00', '2023-04-20 13:00:00+00:00', '2023-04-20 14:00:00+00:00', '2023-04-20 15:00:00+00:00', '2023-04-20 16:00:00+00:00', '2023-04-20 17:00:00+00:00', '2023-04-20 18:00:00+00:00', '2023-04-20 19:00:00+00:00', '2023-04-20 21:00:00+00:00', '2023-04-20 23:00:00+00:00']",21,5.063,1.5767,18.171,7.052
2023-04-20,H1.W12,Trl,"['2023-04-20 08:00:00+00:00', '2023-04-20 09:00:00+00:00']",2,4.959,0.1485,61.821,72.603
2023-04-20,H2.Z66,P,"['2023-04-20 11:00:00+00:00', '2023-04-20 12:00:00+00:00', '2023-04-20 13:00:00+00:00', '2023-04-20 14:00:00+00:00', '2023-04-20 15:00:00+00:00', '2023-04-20 16:00:00+00:00', '2023-04-20 17:00:00+00:00', '2023-04-20 18:00:00+00:00', '2023-04-20 19:00:00+00:00', '2023-04-20 20:00:00+00:00', '2023-04-20 21:00:00+00:00', '2023-04-20 22:00:00+00:00', '2023-04-20 23:00:00+00:00']",13,4.824,7.5502,2451.994,286.778
2023-04-20,H1.Z26,P2,"['2023-04-20 11:00:00+00:00', '2023-04-20 12:00:00+00:00', '2023-04-20 13:00:00+00:00']",3,4.741,0.3662,2084.27,1525.595
2023-04-20,H1.Z26,P1,"['2023-04-20 11:00:00+00:00', '2023-04-20 12:00:00+00:00', '2023-04-20 13:00:00+00:00']",3,4.716,0.2532,2903.066,2316.464
2023-04-20,H2.Z66,P3,"['2023-04-20 11:00:00+00:00', '2023-04-20 12:00:00+00:00', '2023-04-20 13:00:00+00:00', '2023-04-20 14:00:00+00:00', '2023-04-20 15:00:00+00:00', '2023-04-20 16:00:00+00:00', '2023-04-20 17:00:00+00:00', '2023-04-20 18:00:00+00:00', '2023-04-20 19:00:00+00:00', '2023-04-20 20:00:00+00:00', '2023-04-20 21:00:00+00:00', '2023-04-20 22:00:00+00:00']",12,4.712,8.1144,857.735,94.108
2023-04-20,H2.Z66,P2,"['2023-04-20 11:00:00+00:00', '2023-04-20 12:00:00+00:00', '2023-04-20 13:00:00+00:00', '2023-04-20 14:00:00+00:00', '2023-04-20 15:00:00+00:00', '2023-04-20 16:00:00+00:00', '2023-04-20 17:00:00+00:00', '2023-04-20 18:00:00+00:00', '2023-04-20 19:00:00+00:00', '2023-04-20 20:00:00+00:00', '2023-04-20 21:00:00+00:00', '2023-04-20 22:00:00+00:00', '2023-04-20 23:00:00+00:00']",13,4.568,7.8156,806.434,91.478
2023-04-20,H2.Z66,P1,"['2023-04-20 11:00:00+00:00', '2023-04-20 12:00:00+00:00', '2023-04-20 13:00:00+00:00', '2023-04-20 14:00:00+00:00', '2023-04-20 15:00:00+00:00', '2023-04-20 16:00:00+00:00', '2023-04-20 17:00:00+00:00', '2023-04-20 18:00:00+00:00', '2023-04-20 19:00:00+00:00', '2023-04-20 20:00:00+00:00', '2023-04-20 21:00:00+00:00', '2023-04-20 22:00:00+00:00', '2023-04-20 23:00:00+00:00']",13,4.553,6.7085,805.644,104.513
2023-04-20,H1.Z26,P,"['2023-04-20 11:00:00+00:00', '2023-04-20 12:00:00+00:00', '2023-04-20 13:00:00+00:00']",3,4.547,0.3273,11461.455,8635.193
2023-04-20,H2.Z66,Q,"['2023-04-20 11:00:00+00:00', '2023-04-20 12:00:00+00:00', '2023-04-20 13:00:00+00:00', '2023-04-20 14:00:00+00:00', '2023-04-20 15:00:00+00:00', '2023-04-20 16:00:00+00:00', '2023-04-20 17:00:00+00:00', '2023-04-20 18:00:00+00:00', '2023-04-20 19:00:00+00:00', '2023-04-20 20:00:00+00:00', '2023-04-20 21:00:00+00:00', '2023-04-20 22:00:00+00:00', '2023-04-20 23:00:00+00:00']",13,4.527,7.5287,1776.647,208.314
