date,meter_urn,measurement,anomaly_hours,anomaly_count,max_z_score,value_change_ratio,target_mean,baseline_mean
2023-08-08,H1.Z27,P2,"['2023-08-08 10:00:00+00:00', '2023-08-08 11:00:00+00:00']",2,3.297,0.4879,4777.438,3210.794
2023-08-08,H1.Z27,P,"['2023-08-08 10:00:00+00:00', '2023-08-08 11:00:00+00:00']",2,3.267,0.406,15475.853,11007.058
2023-08-08,H1.Z27,P3,"['2023-08-08 10:00:00+00:00', '2023-08-08 11:00:00+00:00']",2,3.259,0.453,4844.452,3334.004
2023-08-08,H1.Z27,P1,"['2023-08-08 10:00:00+00:00', '2023-08-08 11:00:00+00:00']",2,3.242,0.3119,5853.982,4462.313
2023-08-08,H1.Z27,I2,"['2023-08-08 10:00:00+00:00', '2023-08-08 11:00:00+00:00']",2,3.223,0.4137,26.035,18.417
2023-08-08,H1.Z27,I3,"['2023-08-08 10:00:00+00:00', '2023-08-08 11:00:00+00:00']",2,3.175,0.4019,25.896,18.472
2023-08-10,H1.Z26,P2,"['2023-08-10 07:00:00+00:00', '2023-08-10 12:00:00+00:00']",2,7.278,0.4718,2069.565,1406.101
2023-08-10,H1.Z26,P1,"['2023-08-10 07:00:00+00:00', '2023-08-10 12:00:00+00:00']",2,7.036,0.2832,2725.203,2123.698
2023-08-10,H1.K11,Tdiff,"['2023-08-10 12:00:00+00:00', '2023-08-10 13:00:00+00:00', '2023-08-10 14:00:00+00:00', '2023-08-10 15:00:00+00:00', '2023-08-10 16:00:00+00:00', '2023-08-10 17:00:00+00:00', '2023-08-10 18:00:00+00:00']",7,6.973,1.121,-1229.059,-579.479
2023-08-10,H1.K11,Trl,"['2023-08-10 12:00:00+00:00', '2023-08-10 13:00:00+00:00', '2023-08-10 14:00:00+00:00', '2023-08-10 15:00:00+00:00', '2023-08-10 16:00:00+00:00', '2023-08-10 17:00:00+00:00', '2023-08-10 18:00:00+00:00']",7,6.636,0.1081,5.542,5.002
2023-08-10,H1.Z26,P,"['2023-08-10 07:00:00+00:00', '2023-08-10 12:00:00+00:00']",2,6.499,0.5077,7831.437,5194.254
2023-08-10,H1.K15,P,"['2023-08-10 12:00:00+00:00', '2023-08-10 13:00:00+00:00', '2023-08-10 14:00:00+00:00', '2023-08-10 15:00:00+00:00', '2023-08-10 16:00:00+00:00', '2023-08-10 17:00:00+00:00', '2023-08-10 18:00:00+00:00']",7,6.438,3.1637,7883.361,1893.343
2023-08-10,H1.K11,P,"['2023-08-10 12:00:00+00:00', '2023-08-10 13:00:00+00:00', '2023-08-10 14:00:00+00:00', '2023-08-10 15:00:00+00:00', '2023-08-10 16:00:00+00:00', '2023-08-10 17:00:00+00:00', '2023-08-10 18:00:00+00:00']",7,6.23,0.7911,12436.597,6943.536
2023-08-10,H1.Z26,P3,"['2023-08-10 07:00:00+00:00', '2023-08-10 12:00:00+00:00']",2,5.552,0.8243,3036.668,1664.527
2023-08-10,H1.Z13,I2,"['2023-08-10 11:00:00+00:00', '2023-08-10 12:00:00+00:00', '2023-08-10 13:00:00+00:00', '2023-08-10 14:00:00+00:00', '2023-08-10 15:00:00+00:00', '2023-08-10 16:00:00+00:00', '2023-08-10 17:00:00+00:00', '2023-08-10 18:00:00+00:00']",8,5.181,0.1247,21.176,18.829
2023-08-10,H1.Z14,I2,"['2023-08-10 11:00:00+00:00', '2023-08-10 12:00:00+00:00', '2023-08-10 13:00:00+00:00', '2023-08-10 14:00:00+00:00', '2023-08-10 15:00:00+00:00', '2023-08-10 16:00:00+00:00', '2023-08-10 17:00:00+00:00', '2023-08-10 18:00:00+00:00']",8,5.144,0.1238,20.232,18.003
2023-08-10,H1.Z13,I3,"['2023-08-10 11:00:00+00:00', '2023-08-10 12:00:00+00:00', '2023-08-10 13:00:00+00:00', '2023-08-10 14:00:00+00:00', '2023-08-10 15:00:00+00:00', '2023-08-10 16:00:00+00:00', '2023-08-10 17:00:00+00:00', '2023-08-10 18:00:00+00:00']",8,5.071,0.1274,21.235,18.836
2023-08-10,H1.Z13,I1,"['2023-08-10 11:00:00+00:00', '2023-08-10 12:00:00+00:00', '2023-08-10 13:00:00+00:00', '2023-08-10 14:00:00+00:00', '2023-08-10 15:00:00+00:00', '2023-08-10 16:00:00+00:00', '2023-08-10 17:00:00+00:00', '2023-08-10 18:00:00+00:00']",8,5.045,0.1361,20.581,18.116
2023-08-10,H1.Z14,I3,"['2023-08-10 11:00:00+00:00', '2023-08-10 12:00:00+00:00', '2023-08-10 13:00:00+00:00', '2023-08-10 14:00:00+00:00', '2023-08-10 15:00:00+00:00', '2023-08-10 16:00:00+00:00', '2023-08-10 17:00:00+00:00', '2023-08-10 18:00:00+00:00']",8,5.03,0.1276,20.188,17.903
2023-08-10,H1.Z14,I1,"['2023-08-10 11:00:00+00:00', '2023-08-10 12:00:00+00:00', '2023-08-10 13:00:00+00:00', '2023-08-10 14:00:00+00:00', '2023-08-10 15:00:00+00:00', '2023-08-10 16:00:00+00:00', '2023-08-10 17:00:00+00:00', '2023-08-10 18:00:00+00:00']",8,5.017,0.1369,19.773,17.392
2023-08-10,H2.K21,P,"['2023-08-10 11:00:00+00:00', '2023-08-10 12:00:00+00:00', '2023-08-10 13:00:00+00:00', '2023-08-10 14:00:00+00:00', '2023-08-10 15:00:00+00:00', '2023-08-10 16:00:00+00:00', '2023-08-10 17:00:00+00:00']",7,4.776,1.8892,17209.132,5956.375
2023-08-10,H1.Z13,Q,"['2023-08-10 11:00:00+00:00', '2023-08-10 12:00:00+00:00', '2023-08-10 13:00:00+00:00', '2023-08-10 14:00:00+00:00', '2023-08-10 15:00:00+00:00', '2023-08-10 16:00:00+00:00', '2023-08-10 17:00:00+00:00']",7,4.723,0.1243,9557.915,8501.09
2023-08-10,H1.Z14,Q,"['2023-08-10 11:00:00+00:00', '2023-08-10 12:00:00+00:00', '2023-08-10 13:00:00+00:00', '2023-08-10 14:00:00+00:00', '2023-08-10 15:00:00+00:00', '2023-08-10 16:00:00+00:00', '2023-08-10 17:00:00+00:00']",7,4.713,0.1206,9149.439,8164.592
2023-08-10,H1.Z11,P1,"['2023-08-10 12:00:00+00:00', '2023-08-10 13:00:00+00:00', '2023-08-10 14:00:00+00:00', '2023-08-10 15:00:00+00:00', '2023-08-10 16:00:00+00:00', '2023-08-10 17:00:00+00:00', '2023-08-10 18:00:00+00:00']",7,4.658,0.8773,4338.796,2311.236
2023-08-10,H1.Z11,P,"['2023-08-10 12:00:00+00:00', '2023-08-10 13:00:00+00:00', '2023-08-10 14:00:00+00:00', '2023-08-10 15:00:00+00:00', '2023-08-10 16:00:00+00:00', '2023-08-10 17:00:00+00:00']",6,4.652,0.8268,10822.459,5924.218
2023-08-10,H1.Z11,P2,"['2023-08-10 12:00:00+00:00', '2023-08-10 13:00:00+00:00', '2023-08-10 14:00:00+00:00', '2023-08-10 15:00:00+00:00', '2023-08-10 16:00:00+00:00', '2023-08-10 17:00:00+00:00']",6,4.623,0.8571,4248.539,2287.74
2023-08-10,H1.Z11,Q,"['2023-08-10 11:00:00+00:00', '2023-08-10 12:00:00+00:00', '2023-08-10 13:00:00+00:00', '2023-08-10 14:00:00+00:00', '2023-08-10 15:00:00+00:00', '2023-08-10 16:00:00+00:00', '2023-08-10 17:00:00+00:00']",7,4.609,0.7866,11345.064,6350.137
2023-08-10,H1.Z12,P1,"['2023-08-10 12:00:00+00:00', '2023-08-10 13:00:00+00:00', '2023-08-10 14:00:00+00:00', '2023-08-10 15:00:00+00:00', '2023-08-10 16:00:00+00:00', '2023-08-10 17:00:00+00:00']",6,4.606,0.8642,4275.136,2293.323
2023-08-10,H1.Z12,Q,"['2023-08-10 11:00:00+00:00', '2023-08-10 12:00:00+00:00', '2023-08-10 13:00:00+00:00', '2023-08-10 14:00:00+00:00', '2023-08-10 15:00:00+00:00', '2023-08-10 16:00:00+00:00', '2023-08-10 17:00:00+00:00']",7,4.594,0.7649,11366.822,6440.553
2023-08-10,H1.Z12,P,"['2023-08-10 12:00:00+00:00', '2023-08-10 13:00:00+00:00', '2023-08-10 14:00:00+00:00', '2023-08-10 15:00:00+00:00', '2023-08-10 16:00:00+00:00', '2023-08-10 17:00:00+00:00']",6,4.579,0.8147,10802.44,5952.809
2023-08-10,H1.Z12,P2,"['2023-08-10 12:00:00+00:00', '2023-08-10 13:00:00+00:00', '2023-08-10 14:00:00+00:00', '2023-08-10 15:00:00+00:00', '2023-08-10 16:00:00+00:00', '2023-08-10 17:00:00+00:00']",6,4.564,0.8459,4252.435,2303.688
2023-08-10,H1.Z12,P3,"['2023-08-10 12:00:00+00:00', '2023-08-10 13:00:00+00:00', '2023-08-10 14:00:00+00:00', '2023-08-10 15:00:00+00:00', '2023-08-10 16:00:00+00:00', '2023-08-10 17:00:00+00:00', '2023-08-10 18:00:00+00:00']",7,4.519,0.8348,4297.554,2342.273
2023-08-10,H1.Z12,I3,"['2023-08-10 12:00:00+00:00', '2023-08-10 13:00:00+00:00', '2023-08-10 14:00:00+00:00', '2023-08-10 15:00:00+00:00', '2023-08-10 16:00:00+00:00', '2023-08-10 17:00:00+00:00', '2023-08-10 18:00:00+00:00']",7,4.471,0.7724,27.613,15.58
2023-08-10,H1.Z28,I1,"['2023-08-10 07:00:00+00:00', '2023-08-10 12:00:00+00:00']",2,4.388,0.1047,-76.372,-69.133
2023-08-10,H1.Z15,I1,"['2023-08-10 07:00:00+00:00', '2023-08-10 12:00:00+00:00']",2,4.382,0.1198,-146.722,-131.03
2023-08-10,H1.Z11,I1,"['2023-08-10 12:00:00+00:00', '2023-08-10 13:00:00+00:00', '2023-08-10 14:00:00+00:00', '2023-08-10 15:00:00+00:00', '2023-08-10 16:00:00+00:00', '2023-08-10 17:00:00+00:00']",6,4.381,0.7399,27.728,15.936
2023-08-10,H1.Z15,I2,"['2023-08-10 07:00:00+00:00', '2023-08-10 12:00:00+00:00']",2,4.346,0.1135,-137.686,-123.655
2023-08-10,H1.Z11,I2,"['2023-08-10 12:00:00+00:00', '2023-08-10 13:00:00+00:00', '2023-08-10 14:00:00+00:00', '2023-08-10 15:00:00+00:00', '2023-08-10 16:00:00+00:00', '2023-08-10 17:00:00+00:00']",6,4.343,0.7348,27.732,15.986
2023-08-10,H1.Z12,I2,"['2023-08-10 12:00:00+00:00', '2023-08-10 13:00:00+00:00', '2023-08-10 14:00:00+00:00', '2023-08-10 15:00:00+00:00', '2023-08-10 16:00:00+00:00', '2023-08-10 17:00:00+00:00', '2023-08-10 18:00:00+00:00']",7,4.337,0.7374,27.514,15.836
2023-08-10,V.K21,Tdiff,"['2023-08-10 07:00:00+00:00', '2023-08-10 12:00:00+00:00', '2023-08-10 13:00:00+00:00', '2023-08-10 14:00:00+00:00', '2023-08-10 15:00:00+00:00', '2023-08-10 16:00:00+00:00', '2023-08-10 17:00:00+00:00']",7,4.269,0.9464,-1317.722,-676.995
2023-08-10,H1.Z12,I1,"['2023-08-10 12:00:00+00:00', '2023-08-10 13:00:00+00:00', '2023-08-10 14:00:00+00:00', '2023-08-10 15:00:00+00:00', '2023-08-10 16:00:00+00:00', '2023-08-10 17:00:00+00:00']",6,4.265,0.6997,27.111,15.951
2023-08-10,H1.Z28,I3,"['2023-08-10 07:00:00+00:00', '2023-08-10 12:00:00+00:00']",2,4.264,0.1094,-52.781,-47.575
2023-08-10,H1.Z15,I3,"['2023-08-10 07:00:00+00:00', '2023-08-10 12:00:00+00:00']",2,4.237,0.1343,-165.024,-145.485
2023-08-10,H1.Z17,I3,"['2023-08-10 11:00:00+00:00', '2023-08-10 12:00:00+00:00', '2023-08-10 13:00:00+00:00', '2023-08-10 14:00:00+00:00', '2023-08-10 15:00:00+00:00', '2023-08-10 16:00:00+00:00', '2023-08-10 17:00:00+00:00']",7,4.233,0.3519,121.205,89.656
2023-08-10,H1.Z17,I2,"['2023-08-10 11:00:00+00:00', '2023-08-10 12:00:00+00:00', '2023-08-10 13:00:00+00:00', '2023-08-10 14:00:00+00:00', '2023-08-10 15:00:00+00:00', '2023-08-10 16:00:00+00:00', '2023-08-10 17:00:00+00:00']",7,4.208,0.3081,123.682,94.554
2023-08-10,H1.Z11,P3,"['2023-08-10 12:00:00+00:00', '2023-08-10 13:00:00+00:00', '2023-08-10 14:00:00+00:00', '2023-08-10 15:00:00+00:00', '2023-08-10 16:00:00+00:00', '2023-08-10 17:00:00+00:00']",6,4.155,0.7654,4274.641,2421.341
2023-08-10,H1.Z17,I1,"['2023-08-10 11:00:00+00:00', '2023-08-10 12:00:00+00:00', '2023-08-10 13:00:00+00:00', '2023-08-10 14:00:00+00:00', '2023-08-10 15:00:00+00:00', '2023-08-10 16:00:00+00:00', '2023-08-10 17:00:00+00:00']",7,4.153,0.3361,126.466,94.651
2023-08-10,H1.Z11,I3,"['2023-08-10 12:00:00+00:00', '2023-08-10 13:00:00+00:00', '2023-08-10 14:00:00+00:00', '2023-08-10 15:00:00+00:00', '2023-08-10 16:00:00+00:00', '2023-08-10 17:00:00+00:00']",6,4.091,0.7212,27.091,15.74
2023-08-10,H1.Z17,P3,"['2023-08-10 11:00:00+00:00', '2023-08-10 12:00:00+00:00', '2023-08-10 13:00:00+00:00', '2023-08-10 14:00:00+00:00', '2023-08-10 15:00:00+00:00', '2023-08-10 16:00:00+00:00']",6,4.023,0.3062,21962.793,16814.41
2023-08-10,H1.Z17,P1,"['2023-08-10 11:00:00+00:00', '2023-08-10 12:00:00+00:00', '2023-08-10 13:00:00+00:00', '2023-08-10 14:00:00+00:00', '2023-08-10 15:00:00+00:00', '2023-08-10 16:00:00+00:00', '2023-08-10 17:00:00+00:00']",7,4.013,0.288,23960.876,18603.718
2023-08-10,H1.Z17,P,"['2023-08-10 11:00:00+00:00', '2023-08-10 12:00:00+00:00', '2023-08-10 13:00:00+00:00', '2023-08-10 14:00:00+00:00', '2023-08-10 15:00:00+00:00', '2023-08-10 16:00:00+00:00']",6,4.001,0.2802,68949.684,53860.28
2023-08-10,V.K21,Trl,"['2023-08-10 07:00:00+00:00', '2023-08-10 13:00:00+00:00', '2023-08-10 14:00:00+00:00', '2023-08-10 15:00:00+00:00', '2023-08-10 16:00:00+00:00', '2023-08-10 17:00:00+00:00']",6,3.995,0.1045,5.6,5.07
2023-08-10,H1.Z17,P2,"['2023-08-10 12:00:00+00:00', '2023-08-10 13:00:00+00:00', '2023-08-10 14:00:00+00:00', '2023-08-10 15:00:00+00:00', '2023-08-10 16:00:00+00:00']",5,3.958,0.2485,23026.015,18442.293
2023-08-10,V.K21,P,"['2023-08-10 07:00:00+00:00', '2023-08-10 12:00:00+00:00', '2023-08-10 13:00:00+00:00', '2023-08-10 14:00:00+00:00', '2023-08-10 15:00:00+00:00', '2023-08-10 16:00:00+00:00', '2023-08-10 17:00:00+00:00']",7,3.918,0.8813,50833.368,27019.817
2023-08-10,H1.Z27,P2,"['2023-08-10 07:00:00+00:00', '2023-08-10 10:00:00+00:00', '2023-08-10 11:00:00+00:00']",3,3.766,0.891,7534.639,3984.54
2023-08-10,H1.Z27,P1,"['2023-08-10 07:00:00+00:00', '2023-08-10 10:00:00+00:00', '2023-08-10 11:00:00+00:00']",3,3.758,0.6505,8459.873,5125.713
2023-08-10,H1.Z27,P,"['2023-08-10 07:00:00+00:00', '2023-08-10 10:00:00+00:00', '2023-08-10 11:00:00+00:00']",3,3.753,0.7848,23579.048,13210.782
2023-08-10,H1.Z27,P3,"['2023-08-10 07:00:00+00:00', '2023-08-10 10:00:00+00:00', '2023-08-10 11:00:00+00:00']",3,3.734,0.8497,7584.527,4100.482
2023-08-10,H1.K14,Tdiff,"['2023-08-10 07:00:00+00:00', '2023-08-10 14:00:00+00:00', '2023-08-10 15:00:00+00:00', '2023-08-10 16:00:00+00:00']",4,3.542,1.5864,-1045.455,-404.216
2023-08-10,H1.Z27,I2,"['2023-08-10 07:00:00+00:00', '2023-08-10 10:00:00+00:00', '2023-08-10 11:00:00+00:00']",3,3.503,0.7081,38.302,22.424
2023-08-10,H1.K14,P,"['2023-08-10 07:00:00+00:00', '2023-08-10 14:00:00+00:00', '2023-08-10 15:00:00+00:00', '2023-08-10 16:00:00+00:00']",4,3.481,1.4479,28345.938,11579.757
2023-08-10,H1.Z27,I1,"['2023-08-10 07:00:00+00:00', '2023-08-10 10:00:00+00:00', '2023-08-10 11:00:00+00:00']",3,3.477,0.58,41.033,25.969
2023-08-10,H1.Z27,I3,"['2023-08-10 07:00:00+00:00', '2023-08-10 10:00:00+00:00', '2023-08-10 11:00:00+00:00']",3,3.432,0.6963,38.166,22.5
2023-08-10,H2.K21,Tdiff,"['2023-08-10 13:00:00+00:00', '2023-08-10 14:00:00+00:00', '2023-08-10 15:00:00+00:00']",3,3.274,1.1934,-714.67,-325.822
2023-08-10,V.ZE84,I2,"['2023-08-10 10:00:00+00:00', '2023-08-10 12:00:00+00:00']",2,3.128,0.743,-45.682,-26.208
2023-08-10,H3.Z312,P2,"['2023-08-10 10:00:00+00:00', '2023-08-10 11:00:00+00:00', '2023-08-10 12:00:00+00:00']",3,3.113,0.7266,-13634.714,-7896.676
2023-08-10,H3.Z312,P,"['2023-08-10 10:00:00+00:00', '2023-08-10 11:00:00+00:00', '2023-08-10 12:00:00+00:00']",3,3.112,0.7265,-40918.705,-23700.502
2023-08-10,H3.Z312,P1,"['2023-08-10 10:00:00+00:00', '2023-08-10 11:00:00+00:00', '2023-08-10 12:00:00+00:00']",3,3.111,0.726,-13661.29,-7914.98
2023-08-10,H3.Z312,P3,"['2023-08-10 10:00:00+00:00', '2023-08-10 11:00:00+00:00', '2023-08-10 12:00:00+00:00']",3,3.11,0.7268,-13622.612,-7888.799
2023-08-10,H3.Z312,I2,"['2023-08-10 10:00:00+00:00', '2023-08-10 11:00:00+00:00']",2,3.102,0.7171,58.855,34.277
2023-08-10,H3.Z312,I1,"['2023-08-10 10:00:00+00:00', '2023-08-10 11:00:00+00:00']",2,3.101,0.7159,58.893,34.323
2023-08-10,H3.Z312,I3,"['2023-08-10 10:00:00+00:00', '2023-08-10 11:00:00+00:00']",2,3.101,0.7171,58.843,34.269
2023-08-10,H2.Z311,P2,"['2023-08-10 11:00:00+00:00', '2023-08-10 12:00:00+00:00']",2,3.091,0.7131,-21467.749,-12531.439
2023-08-10,H2.Z311,P,"['2023-08-10 11:00:00+00:00', '2023-08-10 12:00:00+00:00']",2,3.09,0.7127,-64452.859,-37632.965
2023-08-10,H2.Z311,P1,"['2023-08-10 11:00:00+00:00', '2023-08-10 12:00:00+00:00']",2,3.089,0.7125,-21502.155,-12556.134
2023-08-10,H2.Z311,P3,"['2023-08-10 11:00:00+00:00', '2023-08-10 12:00:00+00:00']",2,3.088,0.7124,-21482.786,-12545.311
2023-08-10,H2.Z311,I2,"['2023-08-10 11:00:00+00:00', '2023-08-10 12:00:00+00:00']",2,3.077,0.7033,92.849,54.511
2023-08-10,H2.Z311,I3,"['2023-08-10 11:00:00+00:00', '2023-08-10 12:00:00+00:00']",2,3.077,0.7034,92.883,54.527
2023-08-10,H2.Z311,I1,"['2023-08-10 11:00:00+00:00', '2023-08-10 12:00:00+00:00']",2,3.076,0.7021,92.846,54.546
2023-08-11,H1.Z13,P,"['2023-08-11 09:00:00+00:00', '2023-08-11 10:00:00+00:00', '2023-08-11 11:00:00+00:00', '2023-08-11 12:00:00+00:00', '2023-08-11 13:00:00+00:00', '2023-08-11 14:00:00+00:00', '2023-08-11 15:00:00+00:00', '2023-08-11 16:00:00+00:00', '2023-08-11 17:00:00+00:00', '2023-08-11 18:00:00+00:00']",10,8.482,0.1385,8220.275,7220.554
2023-08-11,H1.Z14,P,"['2023-08-11 10:00:00+00:00', '2023-08-11 11:00:00+00:00', '2023-08-11 12:00:00+00:00', '2023-08-11 13:00:00+00:00', '2023-08-11 14:00:00+00:00', '2023-08-11 15:00:00+00:00', '2023-08-11 16:00:00+00:00', '2023-08-11 17:00:00+00:00', '2023-08-11 18:00:00+00:00']",9,8.41,0.1499,7877.87,6850.708
2023-08-11,H1.Z13,P2,"['2023-08-11 09:00:00+00:00', '2023-08-11 10:00:00+00:00', '2023-08-11 11:00:00+00:00', '2023-08-11 12:00:00+00:00', '2023-08-11 13:00:00+00:00', '2023-08-11 14:00:00+00:00', '2023-08-11 15:00:00+00:00', '2023-08-11 16:00:00+00:00']",8,8.308,0.1147,3161.286,2836.003
2023-08-11,H1.Z14,P2,"['2023-08-11 09:00:00+00:00', '2023-08-11 10:00:00+00:00', '2023-08-11 11:00:00+00:00', '2023-08-11 12:00:00+00:00', '2023-08-11 13:00:00+00:00', '2023-08-11 14:00:00+00:00', '2023-08-11 15:00:00+00:00', '2023-08-11 16:00:00+00:00']",8,8.205,0.1176,2986.077,2671.844
2023-08-11,H1.Z13,P1,"['2023-08-11 09:00:00+00:00', '2023-08-11 10:00:00+00:00', '2023-08-11 11:00:00+00:00', '2023-08-11 12:00:00+00:00', '2023-08-11 13:00:00+00:00', '2023-08-11 14:00:00+00:00', '2023-08-11 15:00:00+00:00']",7,7.718,0.1278,3035.03,2691.054
2023-08-11,H1.Z13,P3,"['2023-08-11 09:00:00+00:00', '2023-08-11 10:00:00+00:00', '2023-08-11 11:00:00+00:00', '2023-08-11 12:00:00+00:00', '2023-08-11 13:00:00+00:00', '2023-08-11 14:00:00+00:00', '2023-08-11 15:00:00+00:00', '2023-08-11 16:00:00+00:00']",8,7.694,0.1263,3167.759,2812.66
2023-08-11,H1.Z14,P1,"['2023-08-11 09:00:00+00:00', '2023-08-11 10:00:00+00:00', '2023-08-11 11:00:00+00:00', '2023-08-11 12:00:00+00:00', '2023-08-11 13:00:00+00:00', '2023-08-11 14:00:00+00:00', '2023-08-11 15:00:00+00:00']",7,7.473,0.1336,2913.044,2569.721
2023-08-11,H1.Z14,P3,"['2023-08-11 09:00:00+00:00', '2023-08-11 10:00:00+00:00', '2023-08-11 11:00:00+00:00', '2023-08-11 12:00:00+00:00', '2023-08-11 13:00:00+00:00', '2023-08-11 14:00:00+00:00', '2023-08-11 15:00:00+00:00', '2023-08-11 16:00:00+00:00']",8,7.414,0.1336,3035.294,2677.537
2023-08-11,H1.K11,P,"['2023-08-11 10:00:00+00:00', '2023-08-11 11:00:00+00:00', '2023-08-11 12:00:00+00:00', '2023-08-11 13:00:00+00:00', '2023-08-11 14:00:00+00:00', '2023-08-11 15:00:00+00:00', '2023-08-11 16:00:00+00:00', '2023-08-11 17:00:00+00:00', '2023-08-11 18:00:00+00:00']",9,5.847,1.3312,17565.347,7534.776
2023-08-11,H1.K11,Tdiff,"['2023-08-11 10:00:00+00:00', '2023-08-11 11:00:00+00:00', '2023-08-11 12:00:00+00:00', '2023-08-11 13:00:00+00:00', '2023-08-11 14:00:00+00:00', '2023-08-11 15:00:00+00:00', '2023-08-11 16:00:00+00:00', '2023-08-11 17:00:00+00:00', '2023-08-11 18:00:00+00:00']",9,5.745,1.6977,-1760.243,-652.488
2023-08-11,H1.Z13,I2,"['2023-08-11 10:00:00+00:00', '2023-08-11 11:00:00+00:00', '2023-08-11 12:00:00+00:00', '2023-08-11 13:00:00+00:00', '2023-08-11 14:00:00+00:00']",5,5.422,0.1541,22.061,19.116
2023-08-11,H2.K21,P,"['2023-08-11 10:00:00+00:00', '2023-08-11 11:00:00+00:00', '2023-08-11 12:00:00+00:00', '2023-08-11 13:00:00+00:00', '2023-08-11 14:00:00+00:00', '2023-08-11 15:00:00+00:00', '2023-08-11 16:00:00+00:00', '2023-08-11 17:00:00+00:00', '2023-08-11 18:00:00+00:00']",9,5.412,2.888,28215.694,7257.208
2023-08-11,H1.Z14,I2,"['2023-08-11 10:00:00+00:00', '2023-08-11 11:00:00+00:00', '2023-08-11 12:00:00+00:00', '2023-08-11 13:00:00+00:00', '2023-08-11 14:00:00+00:00']",5,5.404,0.1533,21.077,18.276
2023-08-11,H1.Z13,I3,"['2023-08-11 09:00:00+00:00', '2023-08-11 10:00:00+00:00', '2023-08-11 11:00:00+00:00', '2023-08-11 12:00:00+00:00', '2023-08-11 13:00:00+00:00', '2023-08-11 14:00:00+00:00']",6,5.36,0.161,22.201,19.123
2023-08-11,H1.Z14,I3,"['2023-08-11 10:00:00+00:00', '2023-08-11 11:00:00+00:00', '2023-08-11 12:00:00+00:00', '2023-08-11 13:00:00+00:00', '2023-08-11 14:00:00+00:00']",5,5.341,0.1608,21.098,18.174
2023-08-11,H1.Z13,I1,"['2023-08-11 10:00:00+00:00', '2023-08-11 11:00:00+00:00', '2023-08-11 12:00:00+00:00', '2023-08-11 13:00:00+00:00', '2023-08-11 14:00:00+00:00']",5,5.3,0.1655,21.467,18.419
2023-08-11,H1.Z14,I1,"['2023-08-11 10:00:00+00:00', '2023-08-11 11:00:00+00:00', '2023-08-11 12:00:00+00:00', '2023-08-11 13:00:00+00:00', '2023-08-11 14:00:00+00:00']",5,5.29,0.1671,20.641,17.685
2023-08-11,H1.Z15,I1,"['2023-08-11 12:00:00+00:00', '2023-08-11 13:00:00+00:00']",2,5.245,0.1057,-144.455,-130.642
2023-08-11,V.K21,Tdiff,"['2023-08-11 10:00:00+00:00', '2023-08-11 11:00:00+00:00', '2023-08-11 12:00:00+00:00', '2023-08-11 13:00:00+00:00', '2023-08-11 14:00:00+00:00', '2023-08-11 15:00:00+00:00', '2023-08-11 16:00:00+00:00', '2023-08-11 17:00:00+00:00', '2023-08-11 18:00:00+00:00']",9,5.213,1.5628,-1921.031,-749.586
2023-08-11,H1.Z15,I2,"['2023-08-11 12:00:00+00:00', '2023-08-11 13:00:00+00:00']",2,5.212,0.1057,-136.294,-123.26
2023-08-11,H3.Z45,P,"['2023-08-11 00:00:00+00:00', '2023-08-11 03:00:00+00:00', '2023-08-11 06:00:00+00:00', '2023-08-11 08:00:00+00:00', '2023-08-11 09:00:00+00:00', '2023-08-11 10:00:00+00:00', '2023-08-11 11:00:00+00:00', '2023-08-11 12:00:00+00:00', '2023-08-11 16:00:00+00:00', '2023-08-11 17:00:00+00:00', '2023-08-11 20:00:00+00:00', '2023-08-11 21:00:00+00:00', '2023-08-11 23:00:00+00:00']",13,5.157,0.1336,98.266,113.414
2023-08-11,H1.K11,Trl,"['2023-08-11 10:00:00+00:00', '2023-08-11 11:00:00+00:00', '2023-08-11 12:00:00+00:00', '2023-08-11 13:00:00+00:00', '2023-08-11 14:00:00+00:00', '2023-08-11 15:00:00+00:00', '2023-08-11 16:00:00+00:00', '2023-08-11 17:00:00+00:00', '2023-08-11 18:00:00+00:00']",9,5.123,0.1965,6.058,5.063
2023-08-11,H1.Z12,P2,"['2023-08-11 11:00:00+00:00', '2023-08-11 12:00:00+00:00', '2023-08-11 13:00:00+00:00', '2023-08-11 14:00:00+00:00']",4,5.054,1.0155,5079.718,2520.362
2023-08-11,H1.Z12,P3,"['2023-08-11 11:00:00+00:00', '2023-08-11 12:00:00+00:00', '2023-08-11 13:00:00+00:00', '2023-08-11 14:00:00+00:00']",4,5.01,1.0474,5224.449,2551.711
2023-08-11,V.K21,P,"['2023-08-11 11:00:00+00:00', '2023-08-11 12:00:00+00:00', '2023-08-11 13:00:00+00:00', '2023-08-11 14:00:00+00:00', '2023-08-11 15:00:00+00:00', '2023-08-11 16:00:00+00:00', '2023-08-11 17:00:00+00:00', '2023-08-11 18:00:00+00:00']",8,4.996,1.4745,73488.472,29698.582
2023-08-11,H1.Z12,P1,"['2023-08-11 11:00:00+00:00', '2023-08-11 12:00:00+00:00', '2023-08-11 13:00:00+00:00', '2023-08-11 14:00:00+00:00']",4,4.984,1.003,5044.376,2518.45
2023-08-11,H1.Z11,P2,"['2023-08-11 11:00:00+00:00', '2023-08-11 12:00:00+00:00', '2023-08-11 13:00:00+00:00', '2023-08-11 14:00:00+00:00']",4,4.958,1.0157,5052.978,2506.798
